transaction_id,customer_id,transaction_date,transaction_type,amount,mode,merchant_category,city,is_international,account_balance
360,100077,2026-02-06,debit,2304.57,atm,travel,Delhi,1,476184.04
361,100073,2025-03-15,debit,4569.44,card,rent,Chennai,0,455185.14
362,100048,2026-03-26,credit,351.84,cash,transfer,Pune,1,231540.47
363,100064,2026-05-17,credit,2789.93,salary,shopping,Chennai,0,463310.97
364,100064,2026-01-29,debit,4619.0,salary,transfer,Delhi,0,376149.11
365,100084,2025-01-01,debit,68046.73,neft,shopping,Chennai,0,221575.9
366,100019,2025-08-31,debit,3446.01,atm,rent,Bangalore,0,438834.35
367,100038,2025-01-17,debit,1948.65,card,salary,Chennai,0,359481.26
368,100085,2026-03-06,debit,4480.7,salary,travel,Delhi,0,310340.45
369,100042,2026-02-26,debit,1677.59,card,rent,Delhi,0,370742.85
370,100010,2025-12-25,debit,19553.51,salary,travel,Bangalore,0,185066.64
371,100047,2025-08-12,debit,2806.44,atm,transfer,Delhi,0,406597.02
372,100088,2025-02-02,debit,84626.64,salary,travel,Bangalore,1,305508.88
373,100025,2026-05-28,credit,4854.64,upi,shopping,Mumbai,0,46610.48
374,100032,2025-07-23,credit,273.42,imps,salary,Bangalore,0,466676.63
375,100012,2025-09-10,credit,3329.83,atm,investment,Pune,0,175728.2
376,100010,2025-01-05,debit,4530.58,atm,transfer,Hyderabad,1,444586.57
377,100037,2026-01-27,credit,2165.59,cash,shopping,Bangalore,0,480192.92
378,100048,2026-05-09,credit,4028.24,card,investment,Hyderabad,1,8008.43
379,100016,2025-12-27,credit,90866.58,atm,investment,Delhi,0,454513.62
380,100080,2025-04-02,credit,503.57,cash,salary,Pune,1,134402.51
381,100039,2025-08-06,credit,3517.33,cash,shopping,Pune,0,426296.6
382,100097,2025-12-15,debit,3064.38,neft,bill_payment,Hyderabad,0,462853.16
383,100071,2026-03-29,credit,120085.11,neft,salary,Chennai,0,19131.19
384,100044,2026-01-06,credit,1160.67,atm,investment,Chennai,1,31359.96
385,100062,2025-03-06,credit,15323.06,salary,investment,Bangalore,0,259951.5
386,100097,2025-08-08,credit,3181.36,atm,investment,Delhi,0,278444.39
387,100074,2025-06-30,debit,1266.51,atm,rent,Chennai,0,157239.22
388,100079,2026-02-06,debit,2604.5,salary,transfer,Mumbai,1,381050.11
389,100047,2025-06-19,debit,1061.24,imps,transfer,Chennai,0,40176.53
390,100074,2025-03-31,debit,295.57,atm,salary,Bangalore,0,383319.56
391,100047,2026-01-09,credit,1674.18,salary,salary,Chennai,0,404187.94
392,100088,2025-05-18,credit,31520.21,atm,shopping,Bangalore,0,103549.09
393,100008,2025-07-27,debit,2678.74,card,bill_payment,Hyderabad,0,74264.14
394,100026,2025-11-05,debit,10550.72,atm,salary,Hyderabad,0,82643.99
395,100070,2025-04-29,debit,3501.67,upi,food,Mumbai,0,162184.07
396,100091,2025-07-23,credit,14871.88,card,rent,Mumbai,0,68789.67
397,100009,2026-01-08,debit,1449.79,neft,rent,Hyderabad,1,68796.1
398,100016,2025-09-08,credit,29735.48,cash,bill_payment,Bangalore,0,80461.84
399,100065,2026-02-13,debit,40542.74,neft,shopping,Bangalore,0,302572.34
400,100023,2025-12-14,debit,37212.69,cash,salary,Mumbai,0,416585.55
401,100040,2025-12-01,credit,719.64,salary,investment,Pune,1,444480.58
402,100017,2025-10-15,credit,1818.11,neft,bill_payment,Hyderabad,0,350754.67
403,100017,2025-06-15,credit,13067.34,cash,travel,Pune,0,74806.86
404,100094,2025-10-01,credit,2511.29,cash,bill_payment,Bangalore,0,326588.12
405,100010,2025-03-12,credit,33216.83,card,transfer,Pune,0,256720.55
406,100049,2026-01-02,debit,11512.94,upi,rent,Mumbai,0,32704.02
407,100085,2025-01-23,debit,2509.44,salary,food,Delhi,1,20576.34
408,100006,2025-06-12,debit,2470.15,card,investment,Pune,0,366270.22
409,100024,2025-08-08,debit,1811.79,salary,travel,Hyderabad,0,442302.86
410,100013,2025-11-07,credit,4976.02,upi,travel,Delhi,0,352358.81
411,100024,2025-12-10,debit,691.2,card,food,Bangalore,1,263865.92
412,100055,2026-04-01,credit,3640.04,salary,salary,Mumbai,0,253254.37
413,100003,2025-09-01,credit,2730.78,salary,investment,Delhi,0,432802.36
414,100031,2025-10-15,credit,4634.25,atm,food,Delhi,0,108635.73
415,100002,2025-08-04,debit,82548.02,salary,shopping,Chennai,0,85248.36
416,100084,2025-03-07,debit,4551.25,card,travel,Delhi,1,243129.25
417,100045,2025-11-16,credit,10191.12,upi,travel,Pune,0,273433.04
418,100099,2025-07-19,debit,3007.85,imps,investment,Pune,0,419777.7
419,100067,2025-05-01,debit,4652.4,neft,transfer,Mumbai,1,98468.95
420,100080,2026-03-13,debit,3720.51,cash,bill_payment,Mumbai,0,385999.49
421,100014,2025-09-24,credit,19608.94,atm,shopping,Hyderabad,0,288029.81
422,100064,2025-06-27,credit,3457.89,upi,salary,Chennai,0,476546.35
423,100077,2025-08-13,credit,194.11,atm,shopping,Bangalore,1,216100.25
424,100094,2026-01-19,credit,41851.18,upi,salary,Delhi,0,300639.49
425,100004,2025-04-05,credit,3505.08,card,transfer,Hyderabad,1,213542.55
426,100035,2025-09-07,credit,227.93,neft,bill_payment,Delhi,1,167188.57
427,100049,2026-01-02,debit,575.47,imps,transfer,Chennai,0,380858.59
428,100018,2025-04-13,debit,543.85,cash,investment,Mumbai,0,412253.84
429,100041,2025-02-18,credit,2574.13,cash,investment,Bangalore,0,52594.0
430,100001,2025-06-12,debit,311.55,atm,transfer,Pune,1,223409.77
431,100079,2026-03-28,debit,40174.63,salary,travel,Hyderabad,0,114821.4
432,100024,2025-12-15,credit,2257.23,atm,travel,Bangalore,0,273380.59
433,100061,2025-12-03,credit,4940.62,neft,transfer,Chennai,0,323598.68
434,100027,2025-10-11,credit,2505.81,neft,bill_payment,Hyderabad,0,284285.34
435,100014,2025-06-14,credit,255.88,imps,shopping,Hyderabad,0,239117.82
436,100027,2026-02-03,credit,141.53,salary,food,Chennai,0,106759.33
437,100071,2025-01-30,debit,1050.28,imps,transfer,Hyderabad,0,339465.65
438,100074,2025-03-13,credit,4565.57,salary,travel,Chennai,0,351709.93
439,100019,2025-01-15,credit,327.26,imps,bill_payment,Chennai,1,384348.05
440,100032,2026-01-26,debit,1222.44,atm,travel,Hyderabad,0,43332.81
441,100022,2026-03-16,credit,4677.38,atm,travel,Bangalore,0,260302.46
442,100045,2025-06-12,debit,2287.17,imps,travel,Hyderabad,1,320022.76
443,100036,2026-03-28,debit,43554.91,neft,travel,Mumbai,0,259036.81
444,100031,2025-01-07,debit,3228.48,upi,shopping,Mumbai,1,75104.54
445,100062,2025-12-28,credit,1007.89,atm,transfer,Bangalore,0,31205.84
446,100075,2026-01-01,debit,4747.29,neft,transfer,Pune,0,36761.67
447,100036,2026-05-10,credit,418.53,salary,salary,Hyderabad,1,346998.32
448,100016,2026-04-30,credit,356.1,cash,shopping,Hyderabad,0,282146.79
449,100044,2025-09-09,credit,2915.98,imps,bill_payment,Mumbai,1,62768.03
450,100004,2025-10-14,debit,2799.02,salary,transfer,Pune,0,248398.07
451,100064,2025-08-20,debit,4464.47,upi,bill_payment,Bangalore,0,44848.38
452,100071,2026-01-24,credit,3652.25,atm,shopping,Hyderabad,0,17662.15
453,100015,2025-03-05,credit,3154.29,cash,shopping,Chennai,1,446176.13
454,100072,2025-12-16,debit,2927.47,neft,salary,Delhi,1,362753.39
455,100060,2026-05-23,debit,94286.63,upi,rent,Hyderabad,0,475403.03
456,100005,2025-05-20,credit,3299.73,neft,bill_payment,Mumbai,1,241145.6
457,100083,2026-02-05,credit,2329.51,imps,travel,Mumbai,1,120647.53
458,100032,2025-12-11,credit,19963.01,imps,investment,Bangalore,0,119793.03
459,100070,2026-01-23,credit,3402.52,upi,food,Pune,0,298656.91
460,100017,2025-08-14,credit,1836.39,atm,travel,Delhi,0,73743.63
461,100040,2025-05-01,credit,4582.84,neft,food,Chennai,0,491236.39
462,100087,2025-01-05,debit,843.99,card,bill_payment,Chennai,0,34381.01
463,100087,2025-10-18,credit,2328.04,card,investment,Pune,0,105856.3
464,100015,2025-09-09,credit,4934.62,cash,bill_payment,Chennai,1,447341.13
465,100034,2025-02-16,credit,5172.39,upi,food,Pune,0,84167.44
466,100022,2025-08-29,debit,99433.4,neft,investment,Mumbai,0,193289.13
467,100006,2025-09-04,credit,2495.89,card,shopping,Delhi,0,206888.18
468,100064,2025-02-22,debit,4773.32,neft,shopping,Hyderabad,0,74566.31
469,100053,2025-01-19,credit,4331.24,atm,shopping,Hyderabad,0,394788.55
470,100067,2026-02-27,credit,312.81,card,salary,Delhi,0,254592.0
471,100094,2026-03-30,debit,962.51,atm,travel,Hyderabad,0,431358.67
472,100003,2025-10-11,credit,1617.83,upi,transfer,Hyderabad,0,241699.48
473,100087,2026-04-20,credit,753.88,neft,travel,Bangalore,1,432227.36
474,100024,2025-02-07,debit,2979.6,imps,salary,Chennai,0,22752.35
475,100035,2025-12-19,debit,45508.36,card,bill_payment,Delhi,1,217321.77
476,100056,2025-03-10,credit,2110.61,cash,salary,Bangalore,0,495054.35
477,100030,2025-04-20,credit,3914.15,atm,bill_payment,Chennai,0,404626.64
478,100054,2025-07-15,credit,4242.5,salary,transfer,Delhi,0,378613.93
479,100096,2025-12-23,credit,956.85,upi,salary,Bangalore,0,435342.64
480,100080,2025-08-27,credit,4852.05,salary,transfer,Delhi,0,302927.78
481,100047,2025-03-18,debit,1828.18,cash,salary,Chennai,1,480791.58
482,100040,2025-03-12,debit,125575.26,salary,transfer,Mumbai,0,29714.32
483,100091,2025-06-04,credit,4769.43,card,travel,Bangalore,0,291439.64
484,100095,2026-01-08,credit,1850.47,neft,transfer,Pune,0,476524.17
485,100014,2026-01-18,debit,2563.41,upi,travel,Delhi,1,362008.06
486,100024,2025-06-13,credit,4093.19,upi,rent,Pune,0,179649.16
487,100065,2026-04-13,debit,618.86,card,bill_payment,Mumbai,1,359076.86
488,100021,2025-06-12,debit,2260.7,imps,shopping,Delhi,0,10866.62
489,100030,2026-01-07,debit,1838.06,atm,salary,Bangalore,0,109094.61
490,100043,2025-08-31,credit,3090.52,salary,investment,Mumbai,1,57587.49
491,100100,2025-03-30,debit,601.23,card,transfer,Hyderabad,0,301732.81
492,100006,2025-09-28,debit,7436.33,atm,investment,Delhi,1,439588.54
493,100062,2025-03-13,credit,1274.43,atm,investment,Delhi,0,314339.76
494,100096,2025-01-16,credit,10475.36,atm,salary,Hyderabad,0,210511.82
495,100087,2025-09-27,credit,594.12,cash,rent,Mumbai,0,287738.38
496,100020,2025-09-19,debit,598.66,atm,food,Delhi,1,369805.56
497,100034,2025-10-23,credit,4688.27,imps,shopping,Pune,1,121482.06
498,100093,2025-10-10,credit,13607.41,salary,food,Pune,0,367672.65
499,100073,2025-12-06,debit,405.16,neft,transfer,Hyderabad,0,442855.25
500,100026,2025-12-01,debit,4810.49,atm,transfer,Pune,0,187701.18
501,100094,2025-09-23,credit,4497.48,upi,travel,Delhi,1,271627.83
502,100087,2025-08-06,credit,3855.21,upi,bill_payment,Delhi,0,447523.33
503,100081,2025-10-01,credit,2262.08,neft,salary,Pune,1,242719.55
504,100021,2025-03-07,credit,4316.34,card,food,Hyderabad,0,430832.54
505,100034,2025-06-29,debit,26186.44,salary,food,Hyderabad,0,160985.27
506,100061,2025-12-29,debit,10521.37,salary,shopping,Bangalore,0,270766.58
507,100045,2026-05-08,debit,15667.16,neft,investment,Hyderabad,1,117430.28
508,100019,2025-06-18,credit,18977.95,card,investment,Pune,0,113658.09
509,100044,2025-04-09,credit,2664.53,imps,food,Mumbai,0,106083.37
510,100083,2025-02-22,debit,32392.87,card,shopping,Mumbai,0,199623.98
511,100037,2025-11-12,debit,209.89,upi,rent,Chennai,1,273496.71
512,100030,2026-01-23,credit,434.58,atm,investment,Bangalore,0,129411.84
513,100021,2025-01-25,debit,1849.2,neft,food,Chennai,0,479470.72
514,100048,2025-10-01,credit,7643.28,cash,salary,Bangalore,0,209245.7
515,100062,2025-04-04,debit,3376.28,cash,food,Mumbai,1,317216.08
516,100003,2025-05-14,credit,4614.12,card,rent,Chennai,1,180802.96
517,100059,2025-08-06,credit,1434.24,atm,investment,Bangalore,0,111583.8
518,100017,2026-02-16,credit,979.57,atm,salary,Delhi,0,350428.18
519,100057,2025-10-29,debit,1061.3,upi,bill_payment,Bangalore,0,210739.84
520,100077,2026-03-11,credit,611.61,cash,food,Pune,1,175315.82
521,100061,2026-02-14,credit,3278.79,upi,bill_payment,Hyderabad,0,45294.72
522,100020,2026-04-14,debit,4509.65,cash,food,Bangalore,0,468276.26
523,100093,2025-08-21,debit,1848.37,card,investment,Mumbai,0,357960.64
524,100055,2026-04-09,credit,184.66,salary,shopping,Bangalore,0,464337.91
525,100100,2025-06-22,debit,3943.23,neft,salary,Hyderabad,0,252893.4
526,100094,2025-12-30,debit,4952.64,neft,salary,Bangalore,0,88580.1
527,100069,2025-03-17,credit,27980.85,card,food,Mumbai,0,445357.97
528,100060,2025-04-16,credit,2968.53,salary,transfer,Chennai,0,403469.41
529,100030,2025-12-30,credit,26469.02,atm,travel,Mumbai,1,206148.89
530,100003,2026-06-01,credit,1908.65,card,bill_payment,Bangalore,0,436933.74
531,100093,2025-12-07,debit,1171.73,upi,transfer,Chennai,0,375160.91
532,100089,2025-09-11,credit,3466.43,upi,food,Hyderabad,0,464122.35
533,100075,2025-07-05,credit,1933.01,neft,investment,Pune,0,72847.8
534,100004,2026-04-03,credit,3536.83,cash,food,Chennai,1,418859.62
535,100096,2026-05-30,credit,2517.83,imps,rent,Mumbai,1,438583.28
536,100039,2025-08-15,debit,6950.46,salary,investment,Pune,0,178396.21
537,100092,2026-03-26,debit,151.6,atm,rent,Pune,0,176556.78
538,100073,2026-01-31,credit,2117.47,upi,salary,Chennai,0,166422.25
539,100090,2025-03-02,credit,1353.83,salary,rent,Delhi,0,394375.45
540,100036,2025-07-04,debit,1371.59,imps,transfer,Pune,1,321529.13
541,100060,2025-04-07,credit,38533.4,salary,salary,Bangalore,0,96468.76
542,100074,2025-11-10,debit,40150.27,upi,bill_payment,Bangalore,0,61253.18
543,100075,2026-03-09,credit,522.05,salary,bill_payment,Mumbai,0,285338.45
544,100006,2025-02-21,debit,1446.2,upi,salary,Delhi,0,131047.41
545,100022,2025-12-02,credit,44355.61,imps,bill_payment,Delhi,0,469261.44
546,100007,2025-09-07,debit,3549.67,imps,travel,Chennai,0,18400.53
547,100096,2025-07-11,credit,35051.25,upi,travel,Delhi,0,110183.45
548,100083,2025-11-30,debit,1943.37,card,salary,Pune,0,91013.59
549,100089,2025-05-04,credit,46422.15,cash,rent,Chennai,0,415962.12
550,100096,2025-06-06,debit,3557.21,atm,rent,Mumbai,0,148456.34
551,100015,2025-03-01,credit,11317.32,salary,shopping,Hyderabad,0,41238.81
552,100090,2025-10-30,debit,3021.54,salary,transfer,Chennai,0,181820.92
553,100085,2025-07-29,credit,17024.79,card,salary,Mumbai,0,496221.32
554,100086,2025-02-20,credit,3468.92,upi,bill_payment,Mumbai,1,405086.68
555,100086,2026-03-13,credit,3332.23,card,bill_payment,Hyderabad,1,287525.13
556,100012,2025-07-10,credit,4446.65,card,bill_payment,Mumbai,0,322641.45
557,100066,2025-08-06,credit,4769.23,salary,rent,Pune,0,88002.76
558,100083,2025-02-04,debit,2226.09,upi,shopping,Bangalore,0,230076.96
559,100046,2026-01-07,credit,2305.66,imps,travel,Delhi,0,482152.91
560,100046,2025-03-01,credit,11992.31,card,salary,Delhi,0,50523.03
561,100031,2025-05-04,debit,37463.63,imps,food,Delhi,0,367143.18
562,100046,2025-07-16,debit,2042.22,atm,investment,Mumbai,0,102292.87
563,100049,2025-12-30,credit,638.43,imps,travel,Hyderabad,1,209132.91
564,100011,2026-03-25,credit,4978.61,salary,salary,Bangalore,0,403445.95
565,100052,2026-04-25,credit,43847.8,card,shopping,Delhi,0,341556.51
566,100025,2025-04-12,credit,180.65,neft,travel,Bangalore,0,34818.16
567,100051,2025-05-12,credit,3206.6,cash,shopping,Hyderabad,0,295601.84
568,100059,2025-11-06,credit,2680.66,salary,travel,Mumbai,1,181788.04
569,100053,2026-05-25,debit,2863.92,upi,transfer,Bangalore,0,76551.54
570,100097,2025-06-28,credit,1976.45,neft,investment,Chennai,0,446344.54
571,100042,2025-04-14,credit,2858.61,atm,transfer,Bangalore,0,421987.06
572,100012,2025-10-28,credit,554.01,salary,shopping,Hyderabad,1,79462.93
573,100051,2025-01-29,debit,1385.93,cash,investment,Delhi,0,484728.18
574,100024,2025-01-01,credit,100300.34,card,bill_payment,Pune,1,228435.41
575,100068,2025-08-15,debit,30052.17,card,rent,Delhi,0,168343.87
576,100067,2025-02-25,credit,7333.77,card,transfer,Chennai,1,354851.3
577,100025,2025-04-07,credit,14188.16,card,food,Mumbai,1,214347.55
578,100031,2025-06-30,credit,745.01,imps,investment,Pune,0,77292.06
579,100040,2025-11-29,debit,3175.64,card,bill_payment,Mumbai,1,374056.99
580,100050,2026-03-05,credit,4079.81,atm,investment,Pune,0,130940.23
581,100094,2026-04-24,debit,186.52,salary,transfer,Bangalore,0,84057.74
582,100038,2025-08-27,credit,12391.09,card,shopping,Delhi,0,30161.9
583,100080,2026-02-16,debit,1275.36,upi,food,Pune,0,388258.05
584,100065,2025-05-31,credit,49292.78,neft,shopping,Pune,0,104059.43
585,100039,2025-09-23,debit,2342.31,neft,food,Pune,0,379027.66
586,100049,2025-05-13,credit,753.38,atm,shopping,Delhi,0,25192.97
587,100023,2025-06-20,debit,4289.45,card,transfer,Hyderabad,0,474936.06
588,100053,2025-06-21,credit,49489.38,atm,bill_payment,Bangalore,0,259512.91
589,100028,2026-05-01,debit,27360.06,card,rent,Bangalore,0,394186.11
590,100002,2025-10-03,credit,1754.51,upi,investment,Hyderabad,0,119924.43
591,100098,2026-03-22,credit,12916.53,neft,shopping,Mumbai,0,363255.43
592,100079,2026-01-10,debit,2516.45,cash,food,Hyderabad,0,284759.87
593,100048,2026-02-23,debit,36271.04,salary,travel,Mumbai,0,72916.44
594,100088,2025-12-09,credit,3445.56,neft,shopping,Pune,0,355260.13
595,100072,2025-11-14,credit,1946.26,neft,food,Bangalore,0,228739.62
596,100032,2026-04-30,credit,1726.41,salary,investment,Delhi,0,5676.95
597,100092,2025-09-04,debit,2507.03,salary,salary,Hyderabad,0,479847.81
598,100075,2025-02-14,debit,1549.05,cash,investment,Mumbai,0,30780.17
599,100017,2025-06-25,credit,1436.56,upi,rent,Mumbai,0,321475.17
600,100003,2026-04-30,debit,9672.26,atm,transfer,Delhi,0,249536.33
601,100096,2026-03-01,debit,1527.23,card,food,Mumbai,1,142981.9
602,100054,2025-06-02,credit,48737.73,card,investment,Chennai,0,464909.72
603,100072,2025-07-09,debit,3259.36,salary,travel,Hyderabad,0,434860.04
604,100072,2025-03-24,debit,1145.47,neft,shopping,Hyderabad,0,64771.34
605,100097,2026-01-26,credit,2445.54,card,food,Chennai,1,223384.14
606,100076,2026-05-27,debit,1031.89,neft,travel,Mumbai,0,223959.14
607,100002,2026-01-09,credit,1700.66,neft,travel,Hyderabad,0,351058.84
608,100085,2025-11-22,credit,787.23,imps,transfer,Delhi,1,217711.59
609,100045,2025-04-19,credit,1583.17,card,bill_payment,Hyderabad,0,432154.39
610,100001,2025-05-15,debit,35780.01,upi,food,Hyderabad,1,87225.13
611,100033,2026-05-22,debit,4370.69,atm,investment,Bangalore,0,173013.64
612,100014,2025-01-16,credit,7548.78,imps,bill_payment,Mumbai,1,472204.22
613,100037,2026-01-09,debit,2174.97,cash,rent,Pune,0,278483.16
614,100058,2026-01-04,debit,3259.06,salary,salary,Mumbai,0,143333.63
615,100067,2025-02-07,debit,701.05,upi,investment,Chennai,1,142499.11
616,100046,2025-11-24,debit,4872.09,imps,rent,Mumbai,0,226260.16
617,100005,2025-12-26,debit,45322.29,card,rent,Mumbai,0,326565.08
618,100040,2026-01-05,credit,19338.7,imps,food,Mumbai,0,69742.41
619,100080,2025-06-28,debit,31837.92,atm,food,Bangalore,0,104246.19
620,100072,2025-05-10,credit,2482.86,neft,travel,Hyderabad,0,365061.1
621,100020,2025-01-23,debit,20770.64,cash,food,Hyderabad,0,162760.62
622,100033,2025-09-02,credit,4687.73,neft,rent,Mumbai,0,391664.09
623,100068,2026-03-09,credit,1460.88,upi,rent,Bangalore,0,463436.18
624,100033,2026-03-17,debit,3641.25,neft,travel,Delhi,1,41296.7
625,100070,2025-04-30,debit,3817.05,atm,travel,Hyderabad,0,445682.08
626,100002,2025-12-06,credit,626.97,cash,rent,Chennai,0,204031.51
627,100007,2025-12-19,debit,4084.15,salary,food,Mumbai,0,326140.34
628,100005,2026-02-11,credit,2938.72,atm,bill_payment,Delhi,1,199201.89
629,100032,2025-08-09,credit,147.39,upi,investment,Hyderabad,0,301575.4
630,100026,2025-02-08,debit,4861.2,upi,investment,Delhi,0,35311.52
631,100081,2025-01-10,credit,467.98,atm,bill_payment,Delhi,0,135749.91
632,100002,2025-06-30,credit,5995.42,cash,rent,Chennai,0,300316.66
633,100004,2025-02-28,debit,18222.12,cash,transfer,Pune,0,59757.41
634,100024,2025-03-10,credit,13869.94,cash,salary,Hyderabad,1,315925.86
635,100032,2026-03-23,credit,5658.96,card,salary,Pune,0,36073.22
636,100022,2025-11-21,debit,39287.52,card,food,Delhi,0,305577.48
637,100057,2025-03-28,debit,4896.08,upi,rent,Bangalore,1,401563.27
638,100024,2026-01-17,debit,355.07,imps,salary,Pune,0,147757.23
639,100049,2026-04-25,credit,3073.84,imps,bill_payment,Mumbai,0,113083.59
640,100041,2025-07-04,credit,199.6,salary,food,Bangalore,0,300168.11
641,100015,2025-02-22,credit,84433.7,upi,investment,Mumbai,0,413428.35
642,100060,2025-05-20,credit,10075.84,cash,bill_payment,Chennai,0,368012.97
643,100049,2026-05-05,debit,24509.51,cash,bill_payment,Bangalore,0,237793.09
644,100055,2025-10-30,debit,4729.93,upi,travel,Pune,0,457126.31
645,100015,2025-01-13,credit,108173.01,card,bill_payment,Delhi,0,249030.67
646,100056,2025-04-22,credit,4507.7,cash,salary,Pune,0,260834.49
647,100023,2025-02-16,credit,1221.79,neft,food,Chennai,0,184470.7
648,100008,2026-05-16,debit,4683.53,neft,shopping,Pune,1,144643.16
649,100076,2025-06-16,debit,28471.66,atm,shopping,Mumbai,1,226319.75
650,100079,2025-08-22,debit,199.33,atm,bill_payment,Chennai,0,6379.43
651,100098,2026-04-12,debit,438.8,imps,salary,Hyderabad,0,105150.36
652,100084,2025-05-28,credit,1044.2,upi,food,Hyderabad,0,360049.83
653,100046,2025-09-15,debit,839.58,atm,rent,Pune,0,393799.99
654,100057,2025-11-11,credit,861.49,upi,bill_payment,Hyderabad,0,489944.33
655,100030,2025-11-07,debit,3935.66,atm,rent,Mumbai,0,137453.59
656,100071,2026-04-23,debit,4408.88,upi,transfer,Hyderabad,1,84268.84
657,100047,2025-01-22,credit,2822.14,imps,shopping,Hyderabad,0,352570.88
658,100033,2025-07-04,debit,312.03,card,food,Delhi,0,333713.4
659,100073,2025-09-11,credit,9977.54,upi,investment,Chennai,0,437901.93
660,100091,2025-09-01,debit,3011.7,card,investment,Hyderabad,0,156098.83
661,100058,2026-04-14,debit,4083.46,neft,travel,Chennai,1,285406.3
662,100056,2025-06-01,debit,2136.62,cash,bill_payment,Pune,0,193207.54
663,100098,2026-03-22,debit,535.85,neft,travel,Pune,1,176403.71
664,100035,2025-08-18,credit,4438.07,salary,food,Pune,0,29786.54
665,100038,2026-02-06,debit,5313.7,card,transfer,Pune,0,47379.55
666,100027,2026-03-23,debit,3744.53,imps,bill_payment,Hyderabad,0,330189.23
667,100060,2025-09-18,credit,351.56,imps,transfer,Bangalore,0,419726.53
668,100097,2026-01-29,debit,2453.33,upi,salary,Hyderabad,0,256744.49
669,100012,2025-03-14,debit,1048.5,neft,investment,Bangalore,1,429471.04
670,100024,2026-04-19,debit,1760.19,neft,travel,Bangalore,0,434923.01
671,100022,2025-01-22,credit,2329.71,cash,transfer,Pune,0,84067.38
672,100097,2025-09-19,credit,3807.08,card,food,Bangalore,1,336949.24
673,100012,2025-04-28,credit,3706.4,card,transfer,Bangalore,1,286441.11
674,100070,2025-10-10,debit,1985.74,neft,investment,Bangalore,1,335013.18
675,100069,2025-06-23,credit,1341.94,card,investment,Pune,0,231685.11
676,100022,2025-11-20,credit,1839.67,card,food,Pune,1,334968.71
677,100037,2025-06-11,credit,20219.06,salary,rent,Chennai,0,491910.05
678,100010,2025-09-11,credit,4696.75,atm,salary,Hyderabad,1,32966.13
679,100076,2025-02-20,credit,2227.47,neft,rent,Hyderabad,1,470024.2
680,100054,2025-01-16,debit,4298.77,atm,travel,Delhi,0,82302.71
681,100094,2026-01-05,debit,1633.78,card,food,Hyderabad,0,151587.5
682,100026,2025-11-09,credit,2306.48,imps,rent,Delhi,1,26072.85
683,100013,2025-02-10,debit,2726.75,card,bill_payment,Mumbai,0,205704.97
684,100088,2025-05-06,credit,3285.16,imps,transfer,Delhi,0,453530.33
685,100028,2025-05-25,debit,496.63,neft,shopping,Chennai,0,373853.38
686,100087,2025-03-22,credit,3306.67,atm,transfer,Delhi,1,443383.0
687,100055,2026-04-03,debit,784.86,card,rent,Pune,0,152748.76
688,100081,2025-01-03,credit,1760.48,salary,food,Delhi,0,435814.08
689,100071,2025-02-05,debit,10254.89,imps,investment,Mumbai,0,377367.0
690,100035,2025-04-03,credit,1193.14,salary,investment,Chennai,0,177806.14
691,100081,2025-10-04,credit,1120.32,neft,rent,Hyderabad,0,179920.79
692,100042,2025-09-27,debit,44173.24,imps,investment,Mumbai,1,273041.81
693,100087,2025-01-06,debit,382.61,imps,transfer,Bangalore,0,269528.77
694,100031,2026-03-02,credit,36283.65,neft,investment,Delhi,0,167905.84
695,100065,2026-04-08,credit,4272.55,neft,travel,Mumbai,1,102436.65
696,100071,2025-02-15,debit,44136.42,salary,transfer,Delhi,0,213314.42
697,100052,2025-05-10,debit,4386.19,salary,food,Pune,0,470995.43
698,100016,2025-04-21,credit,3432.89,atm,travel,Hyderabad,0,234807.8
699,100021,2025-03-27,debit,4511.53,card,investment,Pune,0,135399.67
700,100029,2025-10-09,credit,914.12,cash,travel,Mumbai,0,335778.08
701,100046,2025-02-04,credit,47746.07,upi,transfer,Mumbai,0,157182.45
702,100021,2025-04-28,credit,3184.32,imps,transfer,Delhi,0,441174.82
703,100061,2026-05-14,debit,1444.2,cash,travel,Hyderabad,0,229595.55
704,100017,2025-09-22,credit,46560.2,cash,bill_payment,Bangalore,0,40230.01
705,100027,2025-10-12,credit,97769.08,salary,food,Chennai,0,255408.6
706,100006,2025-09-26,credit,2718.14,neft,rent,Chennai,0,24811.02
707,100045,2026-03-16,debit,2684.08,atm,transfer,Mumbai,0,223830.78
708,100011,2025-07-23,debit,1651.87,card,rent,Bangalore,0,379222.09
709,100067,2026-04-28,credit,1764.71,neft,transfer,Pune,0,57155.09
710,100045,2026-01-01,debit,3047.74,salary,transfer,Chennai,1,432396.0
711,100054,2025-07-22,credit,946.79,cash,investment,Hyderabad,0,136060.67
712,100006,2025-08-19,debit,3331.41,cash,rent,Mumbai,0,278791.7
713,100040,2025-08-07,debit,2864.56,atm,investment,Chennai,0,257291.82
714,100027,2025-01-15,credit,1407.48,salary,rent,Delhi,0,60607.5
715,100031,2025-01-05,debit,4297.93,upi,shopping,Delhi,1,198958.19
716,100076,2026-05-04,debit,2373.36,cash,investment,Mumbai,0,94362.2
717,100092,2025-07-20,debit,3245.81,upi,transfer,Chennai,1,199006.91
718,100030,2025-10-22,debit,4235.29,cash,transfer,Chennai,0,197404.53
719,100052,2025-08-14,credit,30801.64,salary,bill_payment,Pune,1,123785.25
