transaction_id,customer_id,transaction_date,transaction_type,amount
TXN_CUST_1077_3,CUST_1077,2025-06-30,CASH,14090.49
TXN_CUST_1077_4,CUST_1077,2025-01-30,UPI,33723.6
TXN_CUST_1077_5,CUST_1077,2025-07-27,IMPS,25897.76
TXN_CUST_1078_1,CUST_1078,2025-12-14,NEFT,47663.08
TXN_CUST_1078_2,CUST_1078,2025-03-15,CASH,2222.55
TXN_CUST_1078_3,CUST_1078,2025-02-04,NEFT,39036.51
TXN_CUST_1078_4,CUST_1078,2025-07-07,IMPS,19451.29
TXN_CUST_1078_5,CUST_1078,2025-10-18,UPI,30452.19
TXN_CUST_1079_1,CUST_1079,2025-12-14,CASH,47466.76
TXN_CUST_1079_2,CUST_1079,2025-07-10,CASH,38272.68
TXN_CUST_1079_3,CUST_1079,2025-10-21,NEFT,26708.26
TXN_CUST_1079_4,CUST_1079,2025-07-23,IMPS,32653.26
TXN_CUST_1079_5,CUST_1079,2025-05-08,UPI,1782.71
TXN_CUST_1080_1,CUST_1080,2025-04-06,CASH,26128.39
TXN_CUST_1080_2,CUST_1080,2025-10-15,UPI,13457.95
TXN_CUST_1080_3,CUST_1080,2025-05-14,CASH,11121.24
TXN_CUST_1080_4,CUST_1080,2025-11-10,IMPS,34852.04
TXN_CUST_1080_5,CUST_1080,2025-09-09,NEFT,6570.55
TXN_CUST_1081_1,CUST_1081,2025-02-07,CASH,9046.49
TXN_CUST_1081_2,CUST_1081,2026-01-01,CASH,49864.49
TXN_CUST_1081_3,CUST_1081,2025-12-16,IMPS,33558.07
TXN_CUST_1081_4,CUST_1081,2025-12-30,UPI,27724.86
TXN_CUST_1081_5,CUST_1081,2025-05-29,IMPS,42642.42
TXN_CUST_1082_1,CUST_1082,2025-12-31,NEFT,39787.97
TXN_CUST_1082_2,CUST_1082,2025-09-18,NEFT,6507.44
TXN_CUST_1082_3,CUST_1082,2025-04-13,NEFT,12218.44
TXN_CUST_1082_4,CUST_1082,2025-09-10,UPI,18364.38
TXN_CUST_1082_5,CUST_1082,2025-10-21,IMPS,23636.59
TXN_CUST_1083_1,CUST_1083,2025-10-10,NEFT,30791.44
TXN_CUST_1083_2,CUST_1083,2025-02-14,UPI,15809.89
TXN_CUST_1083_3,CUST_1083,2025-09-03,CASH,38573.65
TXN_CUST_1083_4,CUST_1083,2025-10-22,UPI,6703.68
TXN_CUST_1083_5,CUST_1083,2025-06-12,UPI,22773.74
TXN_CUST_1084_1,CUST_1084,2025-12-15,IMPS,6852.56
TXN_CUST_1084_2,CUST_1084,2025-10-10,NEFT,38505.19
TXN_CUST_1084_3,CUST_1084,2025-03-08,CASH,25391.76
TXN_CUST_1084_4,CUST_1084,2025-01-29,UPI,26146.06
TXN_CUST_1084_5,CUST_1084,2025-06-05,NEFT,8517.36
TXN_CUST_1085_1,CUST_1085,2025-12-30,NEFT,17628.14
TXN_CUST_1085_2,CUST_1085,2025-09-23,IMPS,42373.72
TXN_CUST_1085_3,CUST_1085,2025-05-09,NEFT,31935.33
TXN_CUST_1085_4,CUST_1085,2025-10-10,IMPS,6695.93
TXN_CUST_1085_5,CUST_1085,2025-06-05,UPI,25377.37
TXN_CUST_1086_1,CUST_1086,2025-03-28,NEFT,8974.43
TXN_CUST_1086_2,CUST_1086,2025-11-16,IMPS,42205.24
TXN_CUST_1086_3,CUST_1086,2025-10-16,UPI,41349.2
TXN_CUST_1086_4,CUST_1086,2025-01-15,UPI,2750.36
TXN_CUST_1086_5,CUST_1086,2025-11-25,IMPS,32730.93
TXN_CUST_1087_1,CUST_1087,2025-10-20,CASH,31096.37
TXN_CUST_1087_2,CUST_1087,2025-01-16,CASH,44505.35
TXN_CUST_1087_3,CUST_1087,2025-10-07,IMPS,32274.41
TXN_CUST_1087_4,CUST_1087,2025-06-04,CASH,12621.46
TXN_CUST_1087_5,CUST_1087,2025-12-17,CASH,15222.98
TXN_CUST_1088_1,CUST_1088,2025-02-07,UPI,8324.98
TXN_CUST_1088_2,CUST_1088,2025-08-01,CASH,23489.89
TXN_CUST_1088_3,CUST_1088,2025-06-24,NEFT,15972.83
TXN_CUST_1088_4,CUST_1088,2025-06-13,IMPS,48781.02
TXN_CUST_1088_5,CUST_1088,2025-03-08,IMPS,25991.52
TXN_CUST_1089_1,CUST_1089,2025-02-24,IMPS,12466.02
TXN_CUST_1089_2,CUST_1089,2025-03-04,IMPS,22755.0
TXN_CUST_1089_3,CUST_1089,2025-03-14,UPI,3004.96
TXN_CUST_1089_4,CUST_1089,2025-07-16,CASH,12789.38
TXN_CUST_1089_5,CUST_1089,2025-03-23,IMPS,46720.7
TXN_CUST_1090_1,CUST_1090,2025-06-10,NEFT,38274.51
TXN_CUST_1090_2,CUST_1090,2025-09-13,CASH,25188.61
TXN_CUST_1090_3,CUST_1090,2025-06-07,CASH,1647.23
TXN_CUST_1090_4,CUST_1090,2025-07-21,CASH,48350.99
TXN_CUST_1090_5,CUST_1090,2025-04-21,IMPS,2908.58
TXN_CUST_1091_1,CUST_1091,2025-05-25,CASH,30077.18
TXN_CUST_1091_2,CUST_1091,2025-12-01,CASH,14644.54
TXN_CUST_1091_3,CUST_1091,2025-01-05,UPI,21830.92
TXN_CUST_1091_4,CUST_1091,2025-05-16,IMPS,38310.91
TXN_CUST_1091_5,CUST_1091,2025-07-07,UPI,20328.79
TXN_CUST_1092_1,CUST_1092,2025-10-19,NEFT,18444.93
TXN_CUST_1092_2,CUST_1092,2025-05-28,UPI,19624.27
TXN_CUST_1092_3,CUST_1092,2025-08-19,IMPS,41352.91
TXN_CUST_1092_4,CUST_1092,2025-11-16,UPI,6868.84
TXN_CUST_1092_5,CUST_1092,2025-02-19,CASH,18973.32
TXN_CUST_1093_1,CUST_1093,2025-06-23,IMPS,37870.78
TXN_CUST_1093_2,CUST_1093,2025-04-12,CASH,25253.86
TXN_CUST_1093_3,CUST_1093,2025-01-24,UPI,7283.3
TXN_CUST_1093_4,CUST_1093,2025-06-20,CASH,26206.97
TXN_CUST_1093_5,CUST_1093,2025-03-18,NEFT,16734.31
TXN_CUST_1094_1,CUST_1094,2025-11-10,IMPS,8543.85
TXN_CUST_1094_2,CUST_1094,2025-11-12,IMPS,29889.37
TXN_CUST_1094_3,CUST_1094,2025-09-17,CASH,35582.62
TXN_CUST_1094_4,CUST_1094,2025-06-03,CASH,40879.57
TXN_CUST_1094_5,CUST_1094,2025-07-08,IMPS,33853.42
TXN_CUST_1095_1,CUST_1095,2025-08-02,IMPS,39939.36
TXN_CUST_1095_2,CUST_1095,2025-12-19,UPI,30047.03
TXN_CUST_1095_3,CUST_1095,2025-05-16,NEFT,36209.31
TXN_CUST_1095_4,CUST_1095,2025-10-26,CASH,8940.35
TXN_CUST_1095_5,CUST_1095,2025-11-19,CASH,7814.9
TXN_CUST_1096_1,CUST_1096,2025-12-15,NEFT,2062.74
TXN_CUST_1096_2,CUST_1096,2025-12-25,UPI,9943.82
TXN_CUST_1096_3,CUST_1096,2025-08-14,IMPS,21229.62
TXN_CUST_1096_4,CUST_1096,2025-07-31,NEFT,20813.68
TXN_CUST_1096_5,CUST_1096,2025-11-10,CASH,43704.48
TXN_CUST_1097_1,CUST_1097,2025-02-01,NEFT,26174.82
TXN_CUST_1097_2,CUST_1097,2025-10-15,IMPS,49907.08
TXN_CUST_1097_3,CUST_1097,2025-09-02,CASH,16030.75
TXN_CUST_1097_4,CUST_1097,2025-03-30,CASH,45650.15
TXN_CUST_1097_5,CUST_1097,2025-06-25,IMPS,33955.49
TXN_CUST_1098_1,CUST_1098,2025-12-15,IMPS,30698.79
TXN_CUST_1098_2,CUST_1098,2025-04-09,NEFT,14310.82
TXN_CUST_1098_3,CUST_1098,2025-06-02,NEFT,47103.53
TXN_CUST_1098_4,CUST_1098,2025-06-02,IMPS,35392.6
TXN_CUST_1098_5,CUST_1098,2025-12-20,CASH,16193.52
TXN_CUST_1099_1,CUST_1099,2025-06-28,IMPS,14745.57
TXN_CUST_1099_2,CUST_1099,2025-10-21,CASH,44840.14
TXN_CUST_1099_3,CUST_1099,2025-07-22,IMPS,47753.14
TXN_CUST_1099_4,CUST_1099,2025-03-16,IMPS,2582.29
TXN_CUST_1099_5,CUST_1099,2026-01-01,UPI,17644.99
TXN_CUST_1100_1,CUST_1100,2025-08-15,IMPS,37493.26
TXN_CUST_1100_2,CUST_1100,2025-04-20,NEFT,41483.61
TXN_CUST_1100_3,CUST_1100,2025-05-19,IMPS,7295.01
TXN_CUST_1100_4,CUST_1100,2025-11-12,NEFT,12501.67
TXN_CUST_1100_5,CUST_1100,2025-12-09,NEFT,32078.26
